,title,description,title_label,description_label
253,장항습지 찾은 귀한 손님 두루미,기나긴  코로나 의 터널이 끝인가 했더니 또다시 저만큼 멀어진다  이럴 때일수록 희망의 끈을 놓지 말아야 한다  생태학자들은 오미크론이 봄맞이 선물이 될 것이라 조심스럽게 예견했었다  생태계 섭리상 숙주와 협력하지  ,1,1
254,롤링쿼츠  해외차트 성적에 오열   걸밴드 저력 알릴 것 인터뷰 ,멤버들은  코로나  대유행 상황 속 온라인을 통해 활발한 소통과 공연 활동을 펼친 게 글로벌 팬덤을 쌓은  자영은  코로나  여파로 인해 많은 분이 우울하고 암울한 시기를 보내고 있지 않나 라며  저희의 음악을  ,0,1
255,천안시   제 기 천안시민대학  교육생 모집,천안시민대학 교육생모집 포스터 지역 강사 초청 강연을 제공해 평생교육을 도모하는 천안시민대학은 지난해  코로나 로 온라인으로 진행했으나  올해는 시민의 다양한 평생학습 요구와  코로나 로 지친 시민의 마음을  ,0,0
256,걸렸으니 안전  오미크론 재감염될까,오미크론 재감염될까 사진 연합  코로나  재감염 사례에 대해 궁금증이 커지고 있다  현재 대한민국은 누적 확진자가  만명을 넘어서면서 국민의 약  가  코로나  감염력을 갖게 됐다  스텔스 오미크론 점유율은  ,1,1
257,인천시  서해수호의 날 맞아 호국영령 추모,당초  여명의 관련 인사를 초청해 진행키로 했던 기념식이  코로나  확산 방지를 위해 기념비 참배로 대체된 것으로   조택상 균형발전 정무부시장 강원모 시의회 제 부의장 도성훈 교육감 김병재 인천해역방어사령관  ,1,0
258,한국콜마  정기 주주총회 개최 최현규 대표  주주가치 제고 적극적 해외  ,최현규 한국콜마 대표는  격변하는 시장 상황과  코로나  장기화로 어려운 경영상황 이었지만 비대면 유통채널 제품개발 강화 등을 통해 매출 성장을 이뤄냈다 며  올해는 해외시장을 확대하고  신성장 동력 발굴을  ,1,1
259,병원찾아  시간여 헤맨 확진 임신부 결국 구급차서 출산, 코로나 에 확진된 임산부가  시간 넘게 병원을 찾아 헤매다 구급차 안에서 출산했다  인천소방본부는  일 저녁  시 분께 인천 서구에 있는 주택에서  코로나 에 확진된  대 임산부 ㄱ씨에게 진통이 온다는 신고를  ,0,0
260,인천 미추홀구사회적경제지원센터  사회적경제 활성화 추진 업무협약 체결,구 관계자는  코로나 로 인한 비대면 일상화 시대 등 미디어로 소통할 수 있는 환경을 구축하기 위한 노력이 중요한 때 라며  맞춤형 미디어 교육 프로그램 제공 및 기관 간 소통과 협력을 통해 사회적경제 지속성장에  ,1,1
261, 경기 전   가 간절한 삼성생명  마무리가 간절한 하나원큐,주축 자원들의  코로나    확진까지 겹쳤다  부산   썸과 공동  위  하나원큐를 이기고   의 최종 경기를 기다려야 한다  임근배 삼성생명 감독은 경기 전  시즌 내내 선수들에게 바랐던 것은 연습을 통한  ,0,1
262,  시대 설 곳 없는 영화관   코로나  이후  번째  티켓 값 올렸다, 코로나    이후 벌써 세 번째다 일   측은  코로나  팬데믹 이후 위기 극복을 위해 다음 달  일부터 영화 관람료를  천 원에서  천 원 올린다고 밝혔다 성인   영화 관람료를  천 원 올려 주중  만  천 원  주말  만  천  ,0,0
263,오후  시 기준 전국  만 명 확진 일 연속 감소세, 일 오후  시까지 전국에서  만 명이  코로나  확진 판정을 받았다  사흘 연속 감소세다  방역 당국과 서울시 등 각 지방자치단체 에 따르면 이날  시부터 오후  시까지  시간 동안 전국  ,0,1
264,한국콜마  정기 주주총회 개최 주주가치 제고 약속 ,신규 선임된 한국콜마 최현규 대표는  격변하는 시장 상황과  코로나  장기화로 어려운 경영상황 이었지만 비대면 유통채널 제품개발 강화 등을 통해 매출 성장을 이뤄냈다 며  올해는 해외시장을 확대하고 신성장  ,1,1
265,오뚜기  글로벌 영업 마케팅 강화 첫 여성사외이사 선임, 사진 오뚜기 오뚜기가 포스트  코로나 에 대비해 제품 개발과 글로벌 영업을 강화할 계획이다  오뚜기는  일 안양공장에서 열린 제 기 정기주주총회에서 황성만 대표이사 사장이  코로나  팬데믹과 포스트  코로나  ,1,0
266, 비바  챌리스트 문태국과 피아니스트 신창용  하고 싶은대로  무거운 책 , 코로나 에 걸리면 연주 자체를 할 수가 없으니까요  그런 제 모습을 보면서 잘 참고 외로움도 즐길 줄 아는구나 싶어요 문태국도 그랬다  공연을 준비를 하면서 문태국은  워낙 연주하는 걸 좋아하는 건 알았지만 내가  ,0,1
267,인천 미추홀구시설관리공단  건강한 가정문화 조성 위한 업무협약 체결,협약은  코로나 에 의한 경제적 어려움과 사회적 고립 사태 심화로 학대  유기  방임 등 가정폭력을 예방하고 건강한 가정문화 조성에 기여하고자 체결됐다  두 기관은 이번 협약을 바탕으로 가정폭력 예방을 위한 인식개선  ,0,0
268, 유행 감소세 전환 변수는 속도 스텔스 오미크론, 코로나  유행이 정점을 지나 감소 추세에 들어갔다는 분석을 방역당국이 내놨습니다  감소 속도는 지켜봐야   기자   코로나  유행이 감소세로 전환했다는 평가가 나왔습니다  지난  일  만 명 확진을 정점으로   주  ,0,0
269,괴산군  괴산대학찰옥수수 홈쇼핑 판매 지원해 농가 도와,최근 괴산의 대표 농산물인 대학찰옥수수가 전년도 생산량 증가에 비해  코로나  장기화로 인한 경기침체로 판매량이 감소하는 어려움을 겪는 상황이었다  이에 괴산군은 대학찰옥수수 농가의 어려움을 덜어주기 위해  ,0,1
270,휴온스  송수영 윤상배 신임 대표이사 선임,휴온스그룹 관계자는  휴온스와 휴메딕스 모두  코로나  장기화와 경기 침체에도 준비해온 성장 모멘텀들이 제 역할을 해 사상 최대 매출을 기록  실적 방어에 성공했다 며  휴온스와 휴메딕스는 올해도 주목할 만한  ,0,0
271,천안시  보건소 파견 인력에 격려물품 전달,충남 천안시는  일  코로나  대응을 위해 천안시 보건소로 파견된 중앙부처 인력에 지역대표 빵 등을 격려물품으로 전달했다  천안시청 전경 이번  명의 중앙부처 인력은 오미크론 변이 바이러스의 급격한 확산에 따라  ,1,0
272, 오미크론 확산 고비 넘는 중 먹는 치료제 확대 , 코로나  확진자가 하루 전보다  만명 넘게 줄며  만 천여명 새로 나왔습니다  정부는 오미크론 변이   기자   코로나  신규 확진자가  만 명 나오면서  하루 전보다  만 천명  일주일 전보다  만 천명 감소했습니다  ,0,0
273,김거성 경기교육감 예비후보  모든 학교에 사회복지사 배치 ,특히  코로나    장기화 상황에서 위기 아동 아동 청소년을 발굴 지원하고  학생 성장 및 맞춤형 복지 서비스를 제공하고 있다  하지만 전국 학교 가운데 사회복지사가 배치된 곳은  에 불과해 대다수 교육복지사는  ,1,1
274,청주시   코로나  감염취약시설에 신속항원 검사키트 지원,뉴데일리 김동식 기자   충북 청주시 상당보건소가 지역 내 요양병원 등  코로나  감염취약시설에  코로나  감염차단을 위한 신속항원 자가검사키트를 무상 지원한다고  일 밝혔다  이번 신속항원 자가검사키트 지원  ,0,0
275, 기업사회활동  지역난방공사   코로나  장기화에 취약계층 지원 및 방역 활동 , 한난 는  코로나  장기화에 따른 위기 극복과 일상으로의 조속한 복귀를 지원하기 위해  국민의 에너지 공기업으로서의 공적 기능 강화에 노력을 기울이고 있다고  일 밝혔다  우선 한난은 지난해  코로나 로 피해를  ,0,0
276,관악구  추경안  억원 확정 코로나  대응 및 민생안정 지원,기사내용 요약본예산 대비   늘어 서울 관악구는  코로나  대응과 침체된 지역경제 회복을 위해 올해 첫  구는 오미크론의 급격한 확산세에 따른  코로나  대응사업비의 선제적 확보와 일자리창출 등 지역경제 활력  ,0,0
277, 일부터 자가검사키트 구매 제한 해제,뉴스클레임  오는  일부터 신종  코로나 바이러스 감염증 코로나  자가검사키트  회 구매 개수 제한이 해제됩니다  제조업체는 대용량 포장 생산에서 소포장 생산도 할 수 있게 됐습니다  식품의약품안전처 이하  ,0,0
278, 칼럼 신학기  우리 아이 불안을 극복할 방법, 코로나 의 급격한 확산로 인해 학교에 주기적으로 가지 못하고  가정에서 온라인 수업을 하던 아이들이 학교 생활 적응에 위기를 맞고 있다  많은 부모들이 분리불안을 유아기 엄마와의 문제로 국한해서 알고 있는 경우가  ,1,0
279,광주시  제 기 빛고을청년봉사단 발대식 개최,이용섭 광주광역시장이  일 오전 서구  기념문화센터에서 열린  제 기 빛고을 청년봉사단 발대식 에 참석해 기념촬영을 하고 있다 광주광역시 제공 이날 발대식은  코로나  상황을 감안해 현장과 비대면 화상회의를  ,1,0
280,이영실 서울시의회 보건복지위원장  제 회 대한민국시도의회의장협의회 우수 ,확보   코로나  피해계층 지원 등의 시급한 보건복지 영역 문제 해결을 위한 개선방안을 제시하는 등 서울시민을 위한 보건복지정책 발전에 기여했다  이 위원장은  그 동안의 의정활동을 인정 받은 점에서 감사하며  ,0,0
281,제 기 증평군농업인대학 입학식 개최,실습교육  현장견학 등으로 다채롭게 과정을 편성했다  이날 입학식에서는  코로나  장기화로 지친 교육생들의 심신을 위로하기 위해 봄에 피는 꽃을 활용한 핸드타이 실습교육을 실시해 교육생들의 큰 호응을 받았다 ,0,0
282,박미경 도의원  경북도의회 교육위원장 선출,박 교육위원장은  코로나    오미크론 변이바이러스 발생으로 유례없는 재난속에서도 학생들의 안전과 배움을 지켜나갈 수 있도록 행정력을 집중해야 한다 며  위원장으로 길지 않은 임기지만 제대로 된 교육행정을  ,0,1
283,광주 전남  코로나  신규 확진 나흘째  만명 대,광주와 전남에서 나흘째  만명대  코로나  확산이 계속되고 있습니다  오후  시를 기준으로 광주에선   누적 사망자 수는 광주가  명  전남이  명을 기록하고 있습니다   코로나 나흘째 만명 확산,0,0
284,   월 일부터 관람료 인상  다른 멀티플렉스도 가격 올리나,   연합뉴스  코로나  사태로 영업 손실이 커진  가 다음 달  일부터 영화 관람료를  천원 천원  아이맥스의 경우 주말  는  만 천원  주말  는  만 천원이다 코로나 로 영업손실 커진    세 번째  ,0,0
285,오후  시  만 명 확진 전날 동시간    만여명 종합 ,국내 신종  코로나 바이러스 감염증 코로나  신규 확진자가  일  시부터 오후  시까지 전국  개 시 도에서  만 명 발생한 것으로 잠정 집계됐다  이 같은 수치는 전날 일  동시간대  만 명 보다  ,0,0
286,권영세 추경호 최종학 이어 원희룡도  코로나  확진,인수위 원희룡 기획위원장이  코로나 에 확진됐다   일 원 위원장은 자신의 페이스북에  코로나  확진 나왔다 는 글을 올렸다  원 위원장은  목소리도 잘 안나오고 컨디션도 좋지 않다 며  연락들도 못 받고 있는데  회복  ,1,0
287,경북 청송 진성중학교  우리에겐  클래스가 있어요 , 을 맞아 지난  일  클래스 홍보 및 학교폭력 예방  학교 적응력 향상을 위하여 등교 캠페인을 실시했다 캠페인 행사는  코로나    방역 수칙을 철저히 준수했으며 이규흥 교장선생님과 함께 또래상담자와 모든  ,1,0
288,전국  개 여성 시민단체  여가부 폐지   성차별 현실 직시하라 ,이들 단체는  이번 대선은  코로나 로 가시화된 불평등의 심화  미투운동으로 여성들이 드러낸 성차별 성폭력의 현실 등 시급하고 무거운 과제들 속에서 치러졌다  그러나 아이러니하게도 이번 선거는 그 어느 때 보다  ,1,1
289,강원 남원주농협  귀래지점 자재센터 확장 개장식 등,이어 지역 내  코로나  확산을 막고자  여명 전 조합원에게 총  만원 상당의 방역물품을 전달했다   일엔 본점에서 신규조합원  명이 참석한 가운데 농협 사업 활성화를 위한 신규 조합원 교육을 진행했다  ,0,0
290, 유키스  수현  소아 환자들 위해  만원 기부 조금이나마 위로 되길 ,수현은  예전부터 아이들을 좋아했는데 한창 신나게 뛰어놀 아이들이 질병으로 고통받고  경제적인 이유로 인해 어려움을 겪고 계시는 환아들의 가족들을 보면 마음이 아팠다 라며  코로나 로 인해 모두가 어려운  ,1,1
291,서산 마을관리 사회적협동조합 창립 총회 개최,서산시에 따르면 이날  코로나 로 한기웅 서산시도시재생지원센터장  김영균 도시과 도시재생팀장  먹거리골 마을관리 사회적 협동조합 문한정 이사장  조도형 이사  임붕순 이사  임석기 이사만 참석했다  총회에서는  ,1,0
292,원희룡 인수위 기획위원장  코로나  확진,대통령직인수위원회 원희룡 기획위원장이  코로나 에 확진돼 자가격리에 들어갔습니다  원 위원장은 오늘  앞서 지난  일에는 권영세 인수위 부위원장이  코로나 에 확진돼 그간 자가격리를 이어왔습니다  이어  ,0,0
293,옥천로컬푸드직매장  고정 소비층 확보 안정적 매출 올려,농업인들은  코로나  등으로 힘든 여건 속에서도 고품질의 농산물을 출하하기 위해 노력하였고  매장 관계자는 품목별 진열기간 운영  생산자 실명제  판매품목 안전성 검사 등 소비자 신뢰를 지키기 위해 매장 운영에  ,0,0
294,부산국제영화제 아시아영화펀드  지원작 모집 제 의  벌새  찾는다, 가  월  일 수 부터  월  일 수 까지 장편독립극영화 후반작업지원펀드를   월  일 월 부터  월  일 금 까지 장편독립다큐멘터리  펀드 지원작을 모집하며  코로나 바이러스감염증 이하   상황에 따라  ,1,0
295,챔프전 직행 앞둔 대한항공 감독  선수들  경기의 중요성 잘 알고 있어 ,특히 신종  코로나 바이러스 감염증 코로나  여파로 리그가 중단된 뒤 쉼 없이 펼쳐지는 일정 속에서도 대한항공은 경기력을 유지하고 있다  틸리카이넨 감독은  경기 수가 많아 훈련을 못한다는 것이 아쉽다 며  힘든  ,1,0
296,방역당국  오미크론 정점 지나 감소세 전환  확산 예의주시 ,이기일 중앙재난안전대책본부 제 통제관은 오늘 일   코로나  정례브리핑에서  확진자 발생은 유행 정점을 지나서 완만하게 감소하는 양상을 보이고 있다 며  유행 감소 속도가 어떨지는 향후 상황을 좀 더  ,1,0
297,옥천군  청년 주거생활지원 안정적 정착 돕는다,박노경 기획감사실장은  코로나  장기화로 경제적 어려움을 겪고 있는 청년들의 삶에 조금이나마 도움을 줄 수 있어 큰 의미가 있다 며  앞으로 옥천 청년들의 주거생활 지원을 통한 경제적 부담을 해소하기 위한  ,0,1
298,  박정훈 사장 재선임 경영실적 앞세워  최장수  기록  , 년  코로나  팬데믹이라는 경영 환경의 위기 속에서도 최상의 콘텐츠 경쟁력으로 사상 최대의 영업이익을 구현했다 고 사내이사로 추천했다   의 지난해 매출액은 전년대비   증가했고  영업이익도   상승했다  ,1,1
299,원희룡 기획위원장도 확진 코로나  비상걸린 인수위, 코로나  확산 여파로 대통령직인수위원회에도 비상이 걸렸다   일 정치권 등에 따르면 인수위 원희룡 기획위원장이  코로나 에 확진돼 자가격리에 들어갔다  원 위원장은 이날 페이스북에  코로나  확진이 나왔다 며  ,0,0
300,전남 식품 제조 유통업간 상생협력 추진,전라남도가  코로나  장기화와 러시아 우크라이나 사태 등으로 매출이 감소해 어려움을 겪고 있는 식품제조업체 경영난 해소에 나서고 있습니다  전라남도는 도내 식품분야  개 유통전문판매업체 가운데 다른 시 도  ,1,0
301,정선  코로나  확진자  명 번  추가 발생 일  명으로 늘어,정선에서  코로나  확진자  명 번 이 추가로 발생하면서  일 확진자는 총  명으로 늘어났다  고한읍  명  사북읍  명 등 지역주민  명과 외지 거주자  명 등  명이  코로나  양성판정을 받았다 ,0,0
302,제 회 현대불교문학상  김신용 문숙 시인 공동 수상,수상자들에게는 상금으로 각 천만 원이 수여되는데  시 부문은 공동수상이어서  백만 원씩 수여됩니다  시상식은  코로나 예방과 사회적 거리두기 실천 차원에서 추후 공지될 예정입니다 ,1,1
303,구례 화엄사  홍매화 들매화 사진 콘테스트 개막,덕문 스님은 인사말을 통해  지구생명체의 공존과 공생을 위협하는  코로나 라는 신종점염병도 이제  이어  지난해 전국에  홍매화 붐 을 일으킨 홍매화  들매화 사진 콘테스트는  코로나 와 경제 불황으로 어려움을 겪는  ,0,1
304,  마지막 희망  임근배 감독   힘든 상황  배혜윤이 더 해줘야 ,삼성생명은 여전히  코로나 로 인해 전력이 정상이 아니다  윤예빈의 복귀는 천군만마지만  이주연  조수아  이명관은 지난 경기에 이어 이 경기도 결장한다  임근배 감독은  선발은 윤예빈  신이슬  김단비  강유림  ,0,0
305,국민의힘 충남도당  서해수호의 날 맞아 천안함 추도식 거행,천안함 피격  주기 추도식 거행 모습 이날 추모식은  코로나 의 여파로 이창수 천안병 당협위원장  김동완 당진 당협위원장  충남도당 당직자와 도병수 유원희 천안시장 후보를 비롯한   선거 예비후보자 등  여 명이  ,1,0
306, 안 걸린게 더 불안해 홍석천   코로나  음성에 밝힌 생각,홍석천이  코로나 에 대한 생각을 전했다   일 오후 홍석천은 자신의 인스타그램에  매일 코를 쑤신다   일 자정 기준  일  코로나  신규 확진자는  만  명으로  지난  일에는 일일 최고 수치인  만  ,0,0
307,    앞둔  페이트   코로나  확진으로 온라인 참가,     코로나  가이드 라인 변경 이후 온라인으로 참가하는 선수가 생겼다   일 광동 프릭스는 미드 라이너  페이트  유수혁이  코로나  확진 판정을 받았다는 소식을 전했다   페이트 는     스프링    는  ,0,0
308,농협장례식장전국협의회 올해 정기총회 개최,현재 전국에서  개의 장례식장을 운영하고 있는 농협은 코로나 로 비대면 장례문화 보편화 등 경영환경의  이상용 농협장례식장전국협의회장 경기 영북농협 조합장 은  지금은  코로나 에 따른 조문 문화 변화로  ,1,0
309,여성단체    여가부 폐지  공약 철회해야  성평등 정책 강화 ,그러면서  이번 제 대 대통령 선거는 신종  코로나 바이러스 감염증 코로나 로 가시화된 불평등의 심화  미투운동으로 여성들이 드러낸 성차별 성폭력의 현실 등 시급하고 무거운 과제들 속에서 치러졌다 고 덧붙였다  ,0,1
310, 당선인  시진핑에게   완전한 비핵화 긴밀히 협력하자 종합 ,양국은 시 주석의 방한을 추진했으나   코로나  사태 등으로 성사되지 않았다  시 주석이 방한한 것은 박근혜 정부 때인  년이 마지막이다  시 주석은 상대 국가 지도자가 취임하기 전 당선인 신분일 때에는 전화통화를  ,0,0
311,태고종 광주전남교구  지역 인재 육성 장학금 기탁,서대석 광주 서구청장과 서구 장학재단 윤풍식 이사장도  코로나 로 어려운 가운데도 태고종 스님이 장학금을 기탁해주셔서 너무 감사하다 며  전달한 기금이 서구 장학재단을 통해 지역 미래 인재양성을 위해 잘  ,0,1
312,최종학 추경호 이어 원희룡도 확진 인수위  코로나  비상,대통령직인수위원회가  코로나  확산에 비상이 걸렸다  인수위 원희룡 기획위원장이  일  코로나 에 확진돼 자가격리에 들어갔다  권영세 부위원장  추경호 기획조정분과 간사  최종학 인수위원 등에 이어 또 확진이  ,1,0
313,원희룡 기획위원장도 확진 인수위  코로나  확산 비상,대통령직인수위원회가 연이은  코로나  확진자 발생으로 비상이 걸렸다  원희룡 인수위 기획위원장이  일  코로나 에 확진돼 자가격리에 들어갔다  원 위원장은 자신의 사회망서비스  페이스북 계정에  코로나  확진  ,0,0
314,홍콩 연구팀  스텔스 오미크론 소아환자 사망위험 독감의  배 ,신종  코로나 바이러스 감염증 코로나  오미크론 변이의 하위 변이인 일명  스텔스 오미크론 에 감염된 소아 환자가 다른  코로나  변이 또는 독감에 비해 더 심하게 앓을 수 있다는 보도가 나왔다  지난  일  ,0,0
315,김병우 충북교육감   충북도환경교육센터에 많은 관심을 ,김 교육감은  년째 이어지는  코로나  상황과 최근 폭증하는 오미크론 확산 때문에 각 지역 교육청에서는 새 학년 정상적인 학사 운영을 위해 노고가 많으신 줄 알고 있다며 그동안 지역 교육청에서 중심을 잡고 세밀하게  ,1,1
316, 코로나  먹는 치료제  월 말까지  만 명분 도입 추진,정부가 오는  월 말까지  코로나  먹는 치료제 총  만 명분의 도입을 추진한다  이기일 중앙재난안전대책본부 제 통제관은  일 정례브리핑에서  정부는 먹는 치료제 총  만  명분을 확보하고 순차적으로 도입을  ,0,0
317,  저녁 생생정보 신의한수 곱창전골,이날  생생정보통  코너에는  코로나 로 달라진 음주 단속 현장  편을 소개한다   다다익  코너에는  봄꽃 눈꽃 피는 광양 백운산 을 찾아간다   신의 한 수  맛의 결정타  코너에는  봄 향기 가득한 곱창전골의  ,1,0
318,원희룡   코로나  확진 기획위 운영 등  비상 , 일   코로나  확진 판정을 받은 것으로 알려졌습니다  잇따른 인수위원 등 확진으로 인해 인수위 운영에도 적잖은 차질이 예상되고 있습니다  원 위원장은  일 페이스북을 통해  코로나  확진 나왔습니다  목소리도 잘  ,0,1
319, 픽업   생생정보  신의 한수 맛의 결정타  곱창전골 맛집 어디 ,이날  다다익 에서는  코로나 로 달라진 음주 단속 현장을 전한다   신의 한 수  맛의 결정타 에서는 봄 향기 가득한 곱창전골의 비밀 금오식당 경기 의정부시 호국로 번길  이 공개된다   선장님 어디 가세요  ,1,1
320,대전  배 국제오픈태권도대회 조직위원회   정기운영위원회 개최, 사진 충남태권도협회 제공  조직위원회가  정기 운영위원회의 후 기념촬영 장면 지난해에는  코로나   에도 불구하고  개국  천여 명이 참가하고 대전  에서 약  분간 중계방송되어 태권도 저변확대에 크게  ,0,0
321,충남삼성고 중학생 학부모 캠퍼스 투어   월 일부터 매주 진행, 코로나 의 확산을 방지하기 위해 회차당 최대 인원은  명으로 제한된다  중학생 캠퍼스투어는 신청 학생이 충남삼성고의 학교생활을 직접 체험해볼 수 있도록 프로그램이 구성된다   학생홍보단과 모둠별 대화시간  ,0,0
322, 기부천사  신진서  단   산불  합천군에  만원 전달, 년  월  코로나  피해 복구 기부금  만 원과 연구생 장학금  만 원을 기부했고  그해  월 소외계층 어린이들을 위해 써 달라며 기부금  만 원을   월 남해군에 향토장학금  만 원과 연구생 장학금  만 원을  ,1,0
323, 세 소아용 화이자 백신 사전예약 시작 접종은  일부터, 코로나  예방접종 대응추진단은 고위험군을 비롯한 소아청소년에서의 중증 사망 예방을 목표로  세  접종 의향 정도를  점 만점으로 물어본 경우 평균  점이었으며   코로나  감염과 백신 안전성 등에 대한  ,0,0
324,인수위 교육부 업무보고   부처통폐합 논의는 없었다 ,인수위는 이 밖에 대표적인 교육 현안인  학교  코로나  대응 지원  교육격차 해소  고교학점제 등에 대해서는 충분한 교육현장의 의견수렴을 통해 인수위원과 교육부가 함께 그 대책을 논의하기로 했다고 전했다  ,0,1
325,박형준 시장   부산에서 시작될 혁신 파동 함께 하자 ,박형준 부산시장은  국민운동단체 회원들과 시정 현안을 공유하고 현장의 목소리를 직접 들을 수 있어 뜻깊은 시간이었다 며   그동안 국민운동단체에서  코로나  방역 캠페인   부산세계박람회 유치 캠페인 등  ,1,1
326,성동구의회  이성수 의장 민운기 의원 지방의정대상 수상,시상식은  코로나  상황을 고려해 비대면으로 진행했다  이성수 의장은 제 대 후반기 성동구의회 의장을 맡아  이성수 의장은  코로나 로 인한 구민들의 피해 최소화를 위해 집행부와 수시로 소통하며  다양한 사업을  ,1,0
327,정부  차접종용 백신  타 접종기관으로 전환배치 폐기 최소화 , 요양시설 기관 집단감염으로 유효기간 내 백신 소진 어려워  정부가 요양병원 요양시설에 공급된  코로나   차 접종용 백신이 유효기간 경과로 폐기되지 않도록 지자체로 이관해 타접종기관으로 전환배치했다고 밝혔다  ,1,0
328,남자 배구 포스트시즌  월 일부터 챔프전  전 선승제로 축소,신종  코로나 바이러스 감염증 코로나  여파로 일정이 미뤄진 탓에 이번 포스트시즌은 전체적으로 축소됐다  준플레이오프와 플레이오프는 단판으로  챔프전은  전 선승제로 열린다  정규리그  위와  위의 승점  ,0,0
329,화천  코로나  확진자  명 번  추가 발생,강원도 화천에서  일 오후 시 현재  코로나  확진자  명 번 이 발생했다 ,1,1
330,오후  시까지 전국  만 명 확진 사흘 연속 감소,   서울 뉴시스 김경록 기자   금요일인  일 오후  시까지 전국에서 최소  만 명이  코로나  확진 판정을 받았다  방역 당국과 서울시 등 각 지방자치단체에 따르면 이날  시부터 오후  시까지  ,0,1
331,액션 기대작  마녀   월 개봉할까 검토중 , 월 개봉과 관련해  마녀 감독 박훈정 의 투자배급사  는  일  다양한 가능성을 열어두고 검토하고 있다 고 하면서도  다만  코로나  상황에 따라서 개봉일이 유동적일 수 있다 고 전했다   마녀 는  ,1,1
332, 동지들 믿고 끝까지 포기하지 않고 투쟁  승리해서  파리바게뜨 에 민주노 , 코로나  확산세에서 파리바게뜨의 무리한 인력 운용에 대한 비판도 제기됐다  화섬식품노조는  일  시  김 분회장은  현재 기사들의  코로나  확진이 증가하면서 인력이 없다며 아파도 음성이면 무조건 출근하라고  ,1,0
333,노랑풍선  대한항공과  코로나  이후 첫 터키 전세기 상품 출시,여행업체 노랑풍선이  코로나  사태 후 처음으로 대한항공과 터키 직항 단독 전세기 상품을 선보인다고  일  노랑풍선 측은  코로나 로 인해 막힌 하늘길이 다시 열리며 동서양이 아름답게 조화를 이루는 터키  ,0,0
334,친구도 사귀고 텃밭도 즐기는 강동구 이색텃밭 공유팜 ,이정훈 강동구청장은  코로나 가 장기화되면서 정원형텃밭의 인기가 날로 치솟고 있다 며  가족들과 야외에서 자연을 만끽하며 희망찬 봄을 맞이하길 바란다 라고 전했다  한편   공유팜 은 강일텃밭 강일동   내에 기존  ,0,1
335,동원   미래 혁신 위한 게임 체인저 될 것 ,이어  코로나  이후 브랜드의 신뢰도가 높고  밸류 가치 가 높은 제품을 구매하는 경향이 심화됐다 며  고객이 원하는 새로운 브랜드 가치를 창출하겠다 고 덧붙였다  같은날 동원산업도 제 기 정기 주주총회를을  ,1,1
336,오후  시 서울 신규확진  만 명 전날보다  명 감소,기사내용 요약누적 확진자  만 명 서울시는  일 오전  시부터 오후  시까지  시간 동안  코로나  확진자가  만 명 증가해 누적 확진자  만 명을 기록했다고 밝혔다  이날 오후  시 기준  코로나  ,0,0
337, 방역 성공적  정부 자평에 아직 고비인데 무슨  전문가 경고,김부겸 국무총리는  일 중앙재난안전대책본부 중대본  회의에서  년 이상 계속된  코로나 와의 싸움에서  또 한국의  코로나  누적 치명률은  로  미국  이탈리아  영국  독일  프랑스  대비  ,1,0
338,올   주고 외부 열람 차단 대장동  특혜 정황  법정서 공개,재판부는 이달  일 다음 공판을 진행하려 했으나 증인으로 출석할 예정이었던 이성문 화천대유 전 대표가 최근 신종  코로나 바이러스 감염증 코로나 에 확진돼 기일을 미루기로 했다  이에 따라 재판부는 다음 달  일  ,1,1
339, 결사곡  전수경  눈부신 웨딩드레스 자태 문성호와 웨딩마치   기대감 ,또한  코로나 의 확산세가 최근 두드러지는 가운데 방역 당국의 지침을 철저히 준수하고 촬영하고 있으나  출연진 및 스태프들의 안전을 고려해 선제적 대응 차원에서  일 일  밤  시 방영 예정이었던  회는 결방된다  ,1,1
340,초등학생 스마트폰으로 인기  키즈폰 요금지원 혜택 기간연장,몇 년 전부터 시작된  코로나  바이러스 여파와 온라인 수업 등으로 키즈폰 판매량이 크게 높아지면서 더욱 만족스러운 모델들이 추가로 출시하면서 매년 판매ㅤㅍㅑㅇ이 늘어나는 추세다  키즈폰 모델은 보호자의  ,0,1
341, 억원치  코로나  마스크 대금 안 갚은  마스크 기부천사  구속기소,신종  코로나 바이러스감염증 코로나  방역용 마스크를 대량 기부해 일명  마스크 기부천사 로 알려진  대가 납품 받은 마스크 대금을 치르지 않아 구속기소됐다   일 서울중앙지검 형사 부 부장검사 한기식 는  ,0,0
342,금감원  대형 저축은행에   도입,박 부국장은  위기상황별 대응계획을 점검하고 리스크 요인에 대한 대응능력을 높이겠다 며  코로나  금융지원 종료 시 금융회사의 건전성을 점검하고 부실증가에 대비해 채무조정 제도운영의 적정성을 점검할  ,0,0
343, 생생정보 신의한수  의정부 냉이곱창전골 맛집 위치는  부대찌개 막국수 치즈 , 생생정보통 맛집오늘     생생정보   회에서  생생정보통   코로나 로 달라진 음주 단속 현장   다다익  봄꽃 눈꽃 피는 광양 백운산   선장님 어디 가세요  군농항 해결사 서금열 선장   오늘부터 두 집 살이  ,1,1
344,농촌 장례문화 선도  농협장례식장전국협의회 총회 개최,농협   코로나 로 바뀐 장례문화 지원 모색 농협중앙회는  일  코로나 로 바뀐 장례문화 지원 등을 모색하기 위한  년 농협장례식장전국협의회  정기총회를 개최했다  전국  개 농협에서  개의 장례식장을  ,1,0
